policy_id,source,sdlc_stage,sdlc_confidence,sdlc_secondary_stages,sdlc_rationale,scope,policy_description,reference
LLM-037,OWASP_LLM_Top10,Testing,high,,Testing model robustness with red team campaigns and adversarial techniques to minimize the impact of data perturbations is a testing activity.,"","Test model robustness with red team campaigns and adversarial techniques such as federated learning to minimize the impact of data perturbations.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-038,OWASP_LLM_Top10,Maintenance,high,,Monitoring training loss and analyzing model behavior for signs of poisoning using thresholds to detect anomalous outputs is a maintenance activity.,"","Monitor training loss and analyze model behavior for signs of poisoning. Use thresholds to detect anomalous outputs.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-039,OWASP_LLM_Top10,Implementation,medium,,Integrating Retrieval-Augmented Generation (RAG) and grounding techniques during inference to reduce risks of hallucinations is an implementation control.,"During inference","During inference integrate Retrieval-Augmented Generation (RAG) and grounding techniques to reduce risks of hallucinations.","LLM04: Data and Model Poisoning; OWASP Top 10 for LLM Applications v2.0"
LLM-040,OWASP_LLM_Top10,Implementation,high,,Treating the model as an untrusted user and applying proper input validation on responses from the model to backend functions is an implementation control.,"","Treat the model as any other user adopting a zero-trust approach and apply proper input validation on responses coming from the model to backend functions.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0; OWASP ASVS"
LLM-041,OWASP_LLM_Top10,Implementation,high,,Following OWASP ASVS guidelines to ensure effective input validation and sanitization is an implementation control for improper output handling.,"","Follow the OWASP ASVS (Application Security Verification Standard) guidelines to ensure effective input validation and sanitization.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0; OWASP ASVS"
LLM-042,OWASP_LLM_Top10,Implementation,high,,Encoding model output back to users to mitigate undesired code execution by JavaScript or Markdown is an implementation output-encoding control.,"","Encode model output back to users to mitigate undesired code execution by JavaScript or Markdown. OWASP ASVS provides detailed guidance on output encoding.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0; OWASP ASVS"
LLM-043,OWASP_LLM_Top10,Implementation,high,,Implementing context-aware output encoding based on where LLM output will be used (HTML encoding web content SQL escaping for DB queries) is an implementation control.,"","Implement context-aware output encoding based on where the LLM output will be used (e.g. HTML encoding for web content SQL escaping for database queries).","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0; OWASP ASVS"
LLM-044,OWASP_LLM_Top10,Implementation,high,,Using parameterized queries or prepared statements for all database operations involving LLM output is an implementation control against SQL injection.,"","Use parameterized queries or prepared statements for all database operations involving LLM output.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0"
LLM-045,OWASP_LLM_Top10,Implementation,high,,Employing strict Content Security Policies (CSP) to mitigate the risk of XSS attacks from LLM-generated content is an implementation control.,"","Employ strict Content Security Policies (CSP) to mitigate the risk of XSS attacks from LLM-generated content.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0"
LLM-046,OWASP_LLM_Top10,Maintenance,high,,Implementing robust logging and monitoring systems to detect unusual patterns in LLM outputs that might indicate exploitation attempts is a maintenance activity.,"","Implement robust logging and monitoring systems to detect unusual patterns in LLM outputs that might indicate exploitation attempts.","LLM05:2025 Improper Output Handling; OWASP Top 10 for LLM Applications v2.0"
LLM-047,OWASP_LLM_Top10,Design,high,,Limiting the extensions that LLM agents are allowed to call to only the minimum necessary is a design-level principle of least privilege for LLM agency.,"","Limit the extensions that LLM agents are allowed to call to only the minimum necessary. For example if an LLM-based system does not require the ability to fetch the contents of a URL then such an extension should not be offered to the LLM agent.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-048,OWASP_LLM_Top10,Design,high,,Limiting the functions implemented in LLM extensions to the minimum necessary is a design-level control against excessive agency.,"","Limit the functions that are implemented in LLM extensions to the minimum necessary. For example an extension that accesses a user's mailbox to summarise emails may only require the ability to read emails so the extension should not contain other functionality such as deleting or sending messages.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-049,OWASP_LLM_Top10,Design,high,,Avoiding open-ended extensions for LLM agents is a design principle to minimize excessive agency.,"","Avoid open-ended extensions.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-050,OWASP_LLM_Top10,Design,medium,,Minimizing extension functionality by limiting what LLM extensions can do to only the minimum necessary is a design principle against excessive agency.,"","Minimize extension functionality. Limit the functions that are implemented in LLM extensions to the minimum necessary.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-051,OWASP_LLM_Top10,Design,high,,Avoiding open-ended extensions and using extensions with more granular specific functionality is a design principle against excessive LLM agency.,"","Avoid the use of open-ended extensions where possible (e.g. run a shell command fetch a URL etc.) and use extensions with more granular functionality instead.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-052,OWASP_LLM_Top10,Implementation,high,,Limiting the permissions that LLM extensions are granted to other systems to the minimum necessary is an implementation-level access control.,"","Minimize extension permissions. Limit the permissions that LLM extensions are granted to other systems to the minimum necessary in order to limit the scope of undesirable actions.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-053,OWASP_LLM_Top10,Implementation,high,,Tracking user authorization and security scope to ensure actions taken on behalf of a user execute with minimum privileges is an implementation control.,"","Execute extensions in user's context. Track user authorization and security scope to ensure actions taken on behalf of a user are executed on downstream systems in the context of that specific user and with the minimum privileges necessary.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-054,OWASP_LLM_Top10,Design,high,,Requiring user approval via human-in-the-loop control for high-impact actions is a design-level control against excessive LLM agency.,"","Require user approval. Utilise human-in-the-loop control to require a human to approve high-impact actions before they are taken.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
LLM-055,OWASP_LLM_Top10,Implementation,high,,Implementing authorization in downstream systems rather than relying on the LLM and enforcing complete mediation on all requests via extensions is an implementation control.,"","Complete mediation. Implement authorization in downstream systems rather than relying on an LLM to decide if an action is allowed or not. Enforce the complete mediation principle so that all requests made to downstream systems via extensions are validated against security policies.","LLM06:2025 Excessive Agency; OWASP Top 10 for LLM Applications v2.0"
